,cutoff,accuracy,f1score,features
0,1,0.5,0.4897952069716776,7782
0,2,0.5333333333333333,0.5239999999999999,3501
0,3,0.5,0.4865079365079365,2376
0,4,0.5,0.4865079365079365,1833
0,5,0.43333333333333335,0.41388888888888886,1489
0,6,0.4666666666666667,0.4460489993098689,1245
0,7,0.43333333333333335,0.41388888888888886,1098
0,8,0.4666666666666667,0.4524618736383442,974
0,9,0.43333333333333335,0.4036499448264154,857
0,10,0.36666666666666664,0.32947967065614125,762
0,11,0.43333333333333335,0.3848934356351236,711
0,12,0.4666666666666667,0.43279857397504456,649
0,13,0.4,0.3580510992275698,602
0,14,0.43333333333333335,0.3848934356351236,560
0,15,0.5,0.43657894736842107,521
0,16,0.5,0.4605456095481671,486
0,17,0.5,0.4605456095481671,456
0,18,0.5333333333333333,0.5056763285024154,438
0,19,0.5333333333333333,0.5056763285024154,409
0,20,0.5666666666666667,0.5333333333333333,376
0,21,0.5666666666666667,0.548353096179183,355
0,22,0.6,0.5888888888888888,341
0,23,0.5666666666666667,0.5573333333333333,319
0,24,0.5666666666666667,0.5573333333333333,303
0,25,0.5666666666666667,0.5573333333333333,288
0,26,0.5666666666666667,0.5573333333333333,283
0,27,0.5666666666666667,0.5573333333333333,269
0,28,0.5333333333333333,0.5249084249084249,259
0,29,0.5333333333333333,0.5335664335664335,248
0,30,0.5333333333333333,0.5335664335664335,239
0,31,0.5333333333333333,0.5335664335664335,230
0,32,0.5666666666666667,0.5645797101449276,221
0,33,0.5666666666666667,0.5645797101449276,210
0,34,0.5666666666666667,0.5645797101449276,202
0,35,0.5666666666666667,0.5645797101449276,193
0,36,0.5666666666666667,0.5596643356643356,184
0,37,0.5666666666666667,0.5596643356643356,178
0,38,0.5666666666666667,0.5645797101449276,169
0,39,0.5666666666666667,0.5645797101449276,166
0,40,0.5,0.48898550724637685,163
0,41,0.5,0.48898550724637685,158
0,42,0.5666666666666667,0.5645797101449276,153
0,43,0.5666666666666667,0.5645797101449276,149
0,44,0.6,0.5900780379041248,147
0,45,0.5333333333333333,0.527960927960928,141
0,46,0.6,0.5900780379041248,138
0,47,0.5333333333333333,0.527960927960928,129
0,48,0.5666666666666667,0.5596643356643356,123
0,49,0.5333333333333333,0.5222036417688591,1200,0,0.5,0.4897952069716776,7782
0,1,0.5,0.4897952069716776,7782
0,0,0.5,0.4897952069716776,7782
0,1,0.5,0.4897952069716776,7782
0,0,0.5,0.4897952069716776,7782
0,1,0.5333333333333333,0.5239999999999999,3501
