,cutoff,accuracy,f1score,features
0,0,0.58,0.5826264822134387,8682
0,1,0.52,0.5207575757575758,4392
0,2,0.54,0.5427575757575758,3073
0,3,0.52,0.5204285714285715,2393
0,4,0.5,0.4953333333333334,1986
0,5,0.48,0.4874090909090909,1710
0,6,0.48,0.48913106295149633,1494
0,7,0.42,0.4302822273073989,1358
0,8,0.38,0.3795307917888563,1231
0,9,0.4,0.4019869321397335,1116
0,10,0.42,0.41564112108804013,1032
