,model,accuracy,f1score,time
0,MultinomialNB,0.71,0.7055644589978652,1.856200933456421
0,SVM,0.6966666666666667,0.7011173069603113,5.921908855438232
0,SVM2,0.6633333333333333,0.6676325171216813,4.993619203567505
