,n-gram,accuracy,f1score,time
0,1,0.5,0.4897952069716776,0.0
0,2,0.5333333333333333,0.5232974910394265,0.06722784042358398
0,3,0.36666666666666664,0.32197530864197527,0.12596869468688965
0,4,0.26666666666666666,0.21142857142857144,0.10467648506164551
